title,description,pub_date,submission_deadline,eligibility,contact,link,source_url,country,issuer
Untitled,"A website belongs to an official government organization in the United States. A ( ) or means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.",,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"A website belongs to an official government organization in the United States. A ( ) or means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.",,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,A website belongs to an official government organization in the United States.,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,A website belongs to an official government organization in the United States.,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,A website belongs to an official government organization in the United States.,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"A ( ) or means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.",,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"A ( ) or means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.",,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"A ( ) or means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.",,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Español,Español Multilingual Resources,,,,,https://www.uscis.gov/es/no-hay-traduccion-disponible,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Español,Español,,,,,https://www.uscis.gov/es/no-hay-traduccion-disponible,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Español,Español,,,,,https://www.uscis.gov/es/no-hay-traduccion-disponible,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Multilingual Resources,Multilingual Resources,,,,,https://www.uscis.gov/tools/multilingual-resource-center,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Multilingual Resources,Multilingual Resources,,,,,https://www.uscis.gov/tools/multilingual-resource-center,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Multilingual Resources,Multilingual Resources,,,,,https://www.uscis.gov/tools/multilingual-resource-center,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"Sign In Access USCIS online services. Sign In Create Account Sign In Create Account Topics Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs Forms I-9, Employment Eligibility Verification I-485, Application to Register Permanent Residence or Adjust Status I-765, Application for Employment Authorization I-90, Application to Replace Permanent Resident Card (Green Card) N-400, Application for Naturalization I-129F, Petition for Alien Fiancé(e) I-130, Petition for Alien Relative I-360, Petition for Amerasian, Widow(er), or Spec",,,,,https://www.uscis.gov/,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,"Sign In Access USCIS online services. Sign In Create Account Sign In Create Account Topics Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs Forms I-9, Employment Eligibility Verification I-485, Application to Register Permanent Residence or Adjust Status I-765, Application for Employment Authorization I-90, Application to Replace Permanent Resident Card (Green Card) N-400, Application for Naturalization I-129F, Petition for Alien Fiancé(e) I-130, Petition for Alien Relative I-360, Petition for Amerasian, Widow(er), or Spec",,,,,https://www.uscis.gov/,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Sign In,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Sign In,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Sign In,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Access USCIS online services. Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Access USCIS online services.,,,,,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Create Account,Create Account,,,,,https://www.uscis.gov/link/88486,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,"Sign In Create Account Topics Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs Forms I-9, Employment Eligibility Verification I-485, Application to Register Permanent Residence or Adjust Status I-765, Application for Employment Authorization I-90, Application to Replace Permanent Resident Card (Green Card) N-400, Application for Naturalization I-129F, Petition for Alien Fiancé(e) I-130, Petition for Alien Relative I-360, Petition for Amerasian, Widow(er), or Special Immigrant I-600, Petition to Classify Orphan as an Immedi",,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In Create Account,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Sign In,Sign In,,,,,https://www.uscis.gov/link/88483,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Create Account,Create Account,,,,,https://www.uscis.gov/link/88486,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Topics,Topics Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs,,,,,https://www.uscis.gov/topics,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Topics,Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs,,,,,https://www.uscis.gov/topics,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Topics,Topics,,,,,https://www.uscis.gov/topics,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Topics,Topics,,,,,https://www.uscis.gov/topics,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Topics,Topics,,,,,https://www.uscis.gov/topics,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Family,Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs,,,,,https://www.uscis.gov/family,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Family,Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens Before You Start Immigration through Adoption,,,,,https://www.uscis.gov/family,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Family,Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens,,,,,https://www.uscis.gov/family,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Family of Green Card Holders (Permanent Residents) Family of Refugees and Asylees Family of U.S. Citizens,,,,,https://www.uscis.gov/family/family-of-green-card-holders-permanent-residents,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Family of Green Card Holders (Permanent Residents),,,,,https://www.uscis.gov/family/family-of-green-card-holders-permanent-residents,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Family of Refugees and Asylees,,,,,https://www.uscis.gov/family/family-of-refugees-and-asylees,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Family of U.S. Citizens,,,,,https://www.uscis.gov/family/family-of-us-citizens,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Adoption,Before You Start Immigration through Adoption,,,,,https://www.uscis.gov/adoption,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Before You Start Immigration through Adoption,,,,,https://www.uscis.gov/adoption/before-you-start,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Before You Start,,,,,https://www.uscis.gov/adoption/before-you-start,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Immigration through Adoption,,,,,https://www.uscis.gov/adoption/immigration-through-adoption,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Military,Citizenship for Military Family Members Naturalization Through Military Service Humanitarian Parole Refugees and Asylum Temporary Protected Status,,,,,https://www.uscis.gov/military/military,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Military,Citizenship for Military Family Members Naturalization Through Military Service,,,,,https://www.uscis.gov/military/military,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Citizenship for Military Family Members Naturalization Through Military Service,,,,,https://www.uscis.gov/military/citizenship-for-military-family-members,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Citizenship for Military Family Members,,,,,https://www.uscis.gov/military/citizenship-for-military-family-members,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Naturalization Through Military Service,,,,,https://www.uscis.gov/military/naturalization-through-military-service,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Humanitarian,Humanitarian Parole Refugees and Asylum Temporary Protected Status,,,,,https://www.uscis.gov/humanitarian,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Humanitarian Parole Refugees and Asylum Temporary Protected Status,,,,,https://www.uscis.gov/humanitarian/humanitarian_parole,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Humanitarian Parole,,,,,https://www.uscis.gov/humanitarian/humanitarian_parole,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Refugees and Asylum,,,,,https://www.uscis.gov/humanitarian/refugees-asylum,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Temporary Protected Status,,,,,https://www.uscis.gov/humanitarian/temporary-protected-status,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Visit the U.S.,Change My Nonimmigrant Status Extend Your Stay Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central,,,,,https://www.uscis.gov/visit-the-us,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Visit the U.S.,Change My Nonimmigrant Status Extend Your Stay,,,,,https://www.uscis.gov/visit-the-us,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Change My Nonimmigrant Status Extend Your Stay,,,,,https://www.uscis.gov/visit-the-united-states/change-my-nonimmigrant-status,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Change My Nonimmigrant Status,,,,,https://www.uscis.gov/visit-the-united-states/change-my-nonimmigrant-status,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Extend Your Stay,,,,,https://www.uscis.gov/visit-the-united-states/extend-your-stay,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Working in the United States,Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central,,,,,https://www.uscis.gov/working-in-the-united-states,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Permanent Workers Temporary (Nonimmigrant) Workers E-Verify I-9 Central,,,,,https://www.uscis.gov/working-in-the-united-states/permanent-workers,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Permanent Workers,,,,,https://www.uscis.gov/working-in-the-united-states/permanent-workers,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,Temporary (Nonimmigrant) Workers,,,,,https://www.uscis.gov/working-in-the-united-states/temporary-nonimmigrant-workers,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,E-Verify,,,,,https://www.e-verify.gov/,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Untitled,I-9 Central,,,,,https://www.uscis.gov/i-9-central,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Avoid Scams,Common Scams Find Legal Services Report Immigration Scams Career Opportunities Special Hiring Programs,,,,,https://www.uscis.gov/avoid-scams,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
Avoid Scams,Common Scams Find Legal Services Report Immigration Scams,,,,,https://www.uscis.gov/avoid-scams,https://www.uscis.gov/save/current-user-agencies/news-alerts/secretary-of-homeland-security-announces-termination-of-temporary-protected-status-for-nepal-eads,Nepal,Unknown
